day,count,day_fmt
2024-04-05T00:00:00.000,9288,2024-04-05
2024-01-26T00:00:00.000,9283,2024-01-26
2021-05-25T00:00:00.000,9282,2021-05-25
2021-05-20T00:00:00.000,9281,2021-05-20
2020-09-09T00:00:00.000,9281,2020-09-09
2023-01-17T00:00:00.000,9279,2023-01-17
2022-09-09T00:00:00.000,9277,2022-09-09
2023-07-21T00:00:00.000,9277,2023-07-21
2021-08-31T00:00:00.000,9270,2021-08-31
2023-05-05T00:00:00.000,9270,2023-05-05
2020-09-03T00:00:00.000,9268,2020-09-03
2023-06-27T00:00:00.000,9264,2023-06-27
2021-03-05T00:00:00.000,9263,2021-03-05
2023-05-03T00:00:00.000,9263,2023-05-03
2021-08-14T00:00:00.000,9257,2021-08-14
2019-05-20T00:00:00.000,9254,2019-05-20
2023-11-16T00:00:00.000,9253,2023-11-16
2015-02-20T00:00:00.000,9252,2015-02-20
2019-02-25T00:00:00.000,9251,2019-02-25
2021-08-25T00:00:00.000,9251,2021-08-25
2023-06-01T00:00:00.000,9248,2023-06-01
2021-12-13T00:00:00.000,9248,2021-12-13
2023-08-09T00:00:00.000,9247,2023-08-09
2024-03-20T00:00:00.000,9243,2024-03-20
2020-06-12T00:00:00.000,9243,2020-06-12
2024-04-17T00:00:00.000,9241,2024-04-17
2023-09-27T00:00:00.000,9241,2023-09-27
2022-11-09T00:00:00.000,9240,2022-11-09
2022-11-16T00:00:00.000,9238,2022-11-16
2023-05-23T00:00:00.000,9235,2023-05-23
2023-06-05T00:00:00.000,9233,2023-06-05
2020-05-16T00:00:00.000,9227,2020-05-16
2022-10-31T00:00:00.000,9224,2022-10-31
2020-08-27T00:00:00.000,9224,2020-08-27
2022-10-07T00:00:00.000,9224,2022-10-07
2023-04-19T00:00:00.000,9224,2023-04-19
2022-02-09T00:00:00.000,9222,2022-02-09
2019-01-11T00:00:00.000,9222,2019-01-11
2020-07-09T00:00:00.000,9220,2020-07-09
2021-09-16T00:00:00.000,9215,2021-09-16
2023-05-16T00:00:00.000,9214,2023-05-16
2021-12-06T00:00:00.000,9214,2021-12-06
2022-05-11T00:00:00.000,9213,2022-05-11
2022-05-23T00:00:00.000,9210,2022-05-23
2021-05-17T00:00:00.000,9206,2021-05-17
2021-06-04T00:00:00.000,9204,2021-06-04
2023-09-26T00:00:00.000,9200,2023-09-26
2023-09-28T00:00:00.000,9197,2023-09-28
2023-08-08T00:00:00.000,9197,2023-08-08
2020-07-15T00:00:00.000,9197,2020-07-15
2020-08-26T00:00:00.000,9195,2020-08-26
2023-11-17T00:00:00.000,9195,2023-11-17
2014-11-18T00:00:00.000,9191,2014-11-18
2018-09-14T00:00:00.000,9190,2018-09-14
2019-06-04T00:00:00.000,9189,2019-06-04
2022-06-13T00:00:00.000,9187,2022-06-13
2023-08-29T00:00:00.000,9182,2023-08-29
2022-09-08T00:00:00.000,9178,2022-09-08
2023-07-07T00:00:00.000,9177,2023-07-07
2024-01-15T00:00:00.000,9177,2024-01-15
2023-08-03T00:00:00.000,9176,2023-08-03
2023-12-22T00:00:00.000,9173,2023-12-22
2021-07-14T00:00:00.000,9173,2021-07-14
2015-02-03T00:00:00.000,9171,2015-02-03
2020-09-05T00:00:00.000,9169,2020-09-05
2022-01-22T00:00:00.000,9167,2022-01-22
2019-01-30T00:00:00.000,9166,2019-01-30
2018-05-29T00:00:00.000,9166,2018-05-29
2022-01-03T00:00:00.000,9163,2022-01-03
2023-11-22T00:00:00.000,9160,2023-11-22
2020-10-23T00:00:00.000,9158,2020-10-23
2024-04-01T00:00:00.000,9156,2024-04-01
2016-01-22T00:00:00.000,9155,2016-01-22
2023-05-11T00:00:00.000,9155,2023-05-11
2020-10-19T00:00:00.000,9150,2020-10-19
2023-08-30T00:00:00.000,9149,2023-08-30
2020-07-11T00:00:00.000,9148,2020-07-11
2014-11-19T00:00:00.000,9144,2014-11-19
2017-12-13T00:00:00.000,9135,2017-12-13
2024-03-04T00:00:00.000,9132,2024-03-04
2023-08-22T00:00:00.000,9132,2023-08-22
2018-11-14T00:00:00.000,9127,2018-11-14
2020-09-23T00:00:00.000,9121,2020-09-23
2021-10-05T00:00:00.000,9120,2021-10-05
2018-09-13T00:00:00.000,9119,2018-09-13
2020-12-07T00:00:00.000,9117,2020-12-07
2022-05-05T00:00:00.000,9116,2022-05-05
2023-05-10T00:00:00.000,9110,2023-05-10
2021-04-06T00:00:00.000,9109,2021-04-06
2023-04-13T00:00:00.000,9109,2023-04-13
2023-04-18T00:00:00.000,9104,2023-04-18
2023-05-07T00:00:00.000,9102,2023-05-07
2015-01-07T00:00:00.000,9101,2015-01-07
2022-10-21T00:00:00.000,9100,2022-10-21
2022-06-18T00:00:00.000,9098,2022-06-18
2022-01-13T00:00:00.000,9096,2022-01-13
2023-08-04T00:00:00.000,9096,2023-08-04
2024-01-24T00:00:00.000,9093,2024-01-24
2023-07-14T00:00:00.000,9092,2023-07-14
2022-08-16T00:00:00.000,9090,2022-08-16
2021-10-23T00:00:00.000,9087,2021-10-23
2018-09-06T00:00:00.000,9086,2018-09-06
2016-01-04T00:00:00.000,9084,2016-01-04
2014-01-24T00:00:00.000,9077,2014-01-24
2023-02-02T00:00:00.000,9077,2023-02-02
2022-06-02T00:00:00.000,9074,2022-06-02
2018-11-28T00:00:00.000,9072,2018-11-28
2019-05-31T00:00:00.000,9072,2019-05-31
2024-02-07T00:00:00.000,9072,2024-02-07
2021-12-01T00:00:00.000,9071,2021-12-01
2020-10-06T00:00:00.000,9071,2020-10-06
2014-12-09T00:00:00.000,9071,2014-12-09
2021-12-10T00:00:00.000,9070,2021-12-10
2023-05-31T00:00:00.000,9069,2023-05-31
2022-11-17T00:00:00.000,9067,2022-11-17
2020-11-02T00:00:00.000,9064,2020-11-02
2023-10-28T00:00:00.000,9061,2023-10-28
2022-06-01T00:00:00.000,9058,2022-06-01
2022-03-07T00:00:00.000,9058,2022-03-07
2018-10-24T00:00:00.000,9056,2018-10-24
2018-11-27T00:00:00.000,9055,2018-11-27
2023-12-21T00:00:00.000,9053,2023-12-21
2021-12-08T00:00:00.000,9052,2021-12-08
2016-10-26T00:00:00.000,9047,2016-10-26
2018-10-15T00:00:00.000,9046,2018-10-15
2016-10-25T00:00:00.000,9042,2016-10-25
2023-08-07T00:00:00.000,9042,2023-08-07
2023-08-23T00:00:00.000,9041,2023-08-23
2022-06-08T00:00:00.000,9038,2022-06-08
2020-08-16T00:00:00.000,9037,2020-08-16
2023-04-24T00:00:00.000,9036,2023-04-24
2022-12-28T00:00:00.000,9036,2022-12-28
2018-07-05T00:00:00.000,9035,2018-07-05
2023-04-20T00:00:00.000,9034,2023-04-20
2018-08-06T00:00:00.000,9033,2018-08-06
2010-12-06T00:00:00.000,9032,2010-12-06
2024-02-29T00:00:00.000,9025,2024-02-29
2021-09-21T00:00:00.000,9025,2021-09-21
2024-03-07T00:00:00.000,9023,2024-03-07
2021-11-07T00:00:00.000,9023,2021-11-07
2024-04-08T00:00:00.000,9018,2024-04-08
2023-05-28T00:00:00.000,9017,2023-05-28
2022-06-29T00:00:00.000,9017,2022-06-29
2022-07-09T00:00:00.000,9012,2022-07-09
2022-12-05T00:00:00.000,9008,2022-12-05
2022-06-12T00:00:00.000,9007,2022-06-12
2023-04-12T00:00:00.000,9007,2023-04-12
2019-05-28T00:00:00.000,9005,2019-05-28
2020-06-07T00:00:00.000,9003,2020-06-07
2023-04-26T00:00:00.000,9003,2023-04-26
2022-12-01T00:00:00.000,9002,2022-12-01
2021-07-10T00:00:00.000,9001,2021-07-10
2023-08-19T00:00:00.000,9000,2023-08-19
2022-10-14T00:00:00.000,8999,2022-10-14
2018-06-19T00:00:00.000,8998,2018-06-19
2022-12-26T00:00:00.000,8998,2022-12-26
2022-06-25T00:00:00.000,8996,2022-06-25
2024-03-22T00:00:00.000,8995,2024-03-22
2023-06-15T00:00:00.000,8994,2023-06-15
2023-03-20T00:00:00.000,8993,2023-03-20
2024-02-26T00:00:00.000,8990,2024-02-26
2020-09-02T00:00:00.000,8990,2020-09-02
2021-07-28T00:00:00.000,8990,2021-07-28
2022-03-08T00:00:00.000,8989,2022-03-08
2020-08-29T00:00:00.000,8987,2020-08-29
2022-03-03T00:00:00.000,8987,2022-03-03
2020-09-08T00:00:00.000,8986,2020-09-08
2020-10-26T00:00:00.000,8986,2020-10-26
2010-11-08T00:00:00.000,8981,2010-11-08
2020-09-01T00:00:00.000,8979,2020-09-01
2020-08-19T00:00:00.000,8978,2020-08-19
2020-09-10T00:00:00.000,8977,2020-09-10
2021-07-27T00:00:00.000,8975,2021-07-27
2017-10-31T00:00:00.000,8971,2017-10-31
2023-08-31T00:00:00.000,8970,2023-08-31
2022-11-04T00:00:00.000,8968,2022-11-04
2021-01-19T00:00:00.000,8967,2021-01-19
2022-06-28T00:00:00.000,8966,2022-06-28
2022-10-11T00:00:00.000,8966,2022-10-11
2020-09-30T00:00:00.000,8962,2020-09-30
2021-08-27T00:00:00.000,8960,2021-08-27
2018-06-25T00:00:00.000,8957,2018-06-25
2020-10-14T00:00:00.000,8956,2020-10-14
2023-09-17T00:00:00.000,8956,2023-09-17
2024-03-01T00:00:00.000,8954,2024-03-01
2018-03-02T00:00:00.000,8952,2018-03-02
2022-02-18T00:00:00.000,8952,2022-02-18
2022-12-21T00:00:00.000,8949,2022-12-21
2021-03-15T00:00:00.000,8949,2021-03-15
2020-10-11T00:00:00.000,8948,2020-10-11
2018-09-26T00:00:00.000,8946,2018-09-26
2023-05-21T00:00:00.000,8945,2023-05-21
2018-11-26T00:00:00.000,8942,2018-11-26
2018-07-30T00:00:00.000,8942,2018-07-30
2023-08-26T00:00:00.000,8941,2023-08-26
2023-01-26T00:00:00.000,8940,2023-01-26
2019-06-06T00:00:00.000,8938,2019-06-06
2020-07-30T00:00:00.000,8938,2020-07-30
2020-09-28T00:00:00.000,8937,2020-09-28
2019-05-21T00:00:00.000,8934,2019-05-21
2020-05-27T00:00:00.000,8934,2020-05-27
2023-08-13T00:00:00.000,8932,2023-08-13
2021-05-12T00:00:00.000,8931,2021-05-12
2019-06-11T00:00:00.000,8930,2019-06-11
2020-07-07T00:00:00.000,8926,2020-07-07
2020-12-02T00:00:00.000,8926,2020-12-02
2018-06-12T00:00:00.000,8921,2018-06-12
2022-07-21T00:00:00.000,8920,2022-07-21
2023-03-09T00:00:00.000,8920,2023-03-09
2018-08-29T00:00:00.000,8920,2018-08-29
2020-10-30T00:00:00.000,8919,2020-10-30
2022-03-01T00:00:00.000,8918,2022-03-01
2021-03-02T00:00:00.000,8917,2021-03-02
2022-07-06T00:00:00.000,8916,2022-07-06
2023-11-07T00:00:00.000,8911,2023-11-07
2021-04-19T00:00:00.000,8907,2021-04-19
2022-12-19T00:00:00.000,8906,2022-12-19
2022-03-04T00:00:00.000,8905,2022-03-04
2020-07-10T00:00:00.000,8904,2020-07-10
2023-07-03T00:00:00.000,8902,2023-07-03
2018-01-16T00:00:00.000,8899,2018-01-16
2020-10-09T00:00:00.000,8897,2020-10-09
2022-02-17T00:00:00.000,8895,2022-02-17
2024-02-21T00:00:00.000,8895,2024-02-21
2023-03-29T00:00:00.000,8893,2023-03-29
2015-02-24T00:00:00.000,8893,2015-02-24
2021-08-06T00:00:00.000,8890,2021-08-06
2021-08-04T00:00:00.000,8889,2021-08-04
2017-01-10T00:00:00.000,8889,2017-01-10
2024-01-12T00:00:00.000,8886,2024-01-12
2024-03-15T00:00:00.000,8885,2024-03-15
2023-05-17T00:00:00.000,8883,2023-05-17
2024-03-27T00:00:00.000,8883,2024-03-27
2011-10-31T00:00:00.000,8883,2011-10-31
2023-06-23T00:00:00.000,8883,2023-06-23
2022-01-14T00:00:00.000,8882,2022-01-14
2019-05-22T00:00:00.000,8881,2019-05-22
2018-11-13T00:00:00.000,8879,2018-11-13
2018-12-05T00:00:00.000,8876,2018-12-05
2023-06-22T00:00:00.000,8873,2023-06-22
2018-10-23T00:00:00.000,8873,2018-10-23
2010-12-14T00:00:00.000,8872,2010-12-14
2022-06-24T00:00:00.000,8871,2022-06-24
2022-07-14T00:00:00.000,8867,2022-07-14
2021-05-06T00:00:00.000,8867,2021-05-06
2022-09-20T00:00:00.000,8864,2022-09-20
2023-05-19T00:00:00.000,8863,2023-05-19
2021-12-17T00:00:00.000,8863,2021-12-17
2022-06-15T00:00:00.000,8862,2022-06-15
2023-08-06T00:00:00.000,8859,2023-08-06
2024-02-27T00:00:00.000,8856,2024-02-27
2024-02-12T00:00:00.000,8854,2024-02-12
2024-04-18T00:00:00.000,8854,2024-04-18
2016-02-12T00:00:00.000,8853,2016-02-12
2021-08-28T00:00:00.000,8853,2021-08-28
2023-01-24T00:00:00.000,8851,2023-01-24
2024-02-08T00:00:00.000,8849,2024-02-08
2023-02-06T00:00:00.000,8848,2023-02-06
2014-02-06T00:00:00.000,8848,2014-02-06
2019-10-17T00:00:00.000,8846,2019-10-17
2023-06-24T00:00:00.000,8840,2023-06-24
2022-07-16T00:00:00.000,8838,2022-07-16
2018-07-16T00:00:00.000,8836,2018-07-16
2018-07-18T00:00:00.000,8834,2018-07-18
2021-03-11T00:00:00.000,8833,2021-03-11
2021-08-19T00:00:00.000,8832,2021-08-19
2022-08-15T00:00:00.000,8831,2022-08-15
2018-07-23T00:00:00.000,8831,2018-07-23
2023-08-05T00:00:00.000,8830,2023-08-05
2020-07-08T00:00:00.000,8824,2020-07-08
2022-06-23T00:00:00.000,8824,2022-06-23
2018-10-19T00:00:00.000,8824,2018-10-19
2022-02-02T00:00:00.000,8823,2022-02-02
2022-03-29T00:00:00.000,8822,2022-03-29
2018-06-05T00:00:00.000,8821,2018-06-05
2021-05-07T00:00:00.000,8819,2021-05-07
2022-09-25T00:00:00.000,8819,2022-09-25
2023-09-01T00:00:00.000,8816,2023-09-01
2021-12-03T00:00:00.000,8816,2021-12-03
2021-03-12T00:00:00.000,8811,2021-03-12
2021-08-12T00:00:00.000,8810,2021-08-12
2023-03-21T00:00:00.000,8808,2023-03-21
2023-09-18T00:00:00.000,8807,2023-09-18
2018-12-10T00:00:00.000,8806,2018-12-10
2023-11-12T00:00:00.000,8802,2023-11-12
2021-05-13T00:00:00.000,8800,2021-05-13
2022-10-16T00:00:00.000,8798,2022-10-16
2021-03-26T00:00:00.000,8794,2021-03-26
2021-05-03T00:00:00.000,8793,2021-05-03
2019-04-29T00:00:00.000,8791,2019-04-29
2023-05-18T00:00:00.000,8790,2023-05-18
2011-10-28T00:00:00.000,8790,2011-10-28
2022-12-20T00:00:00.000,8789,2022-12-20
2019-02-26T00:00:00.000,8789,2019-02-26
2023-08-27T00:00:00.000,8788,2023-08-27
2014-01-09T00:00:00.000,8785,2014-01-09
2020-10-22T00:00:00.000,8784,2020-10-22
2024-03-08T00:00:00.000,8784,2024-03-08
2017-11-08T00:00:00.000,8782,2017-11-08
2021-04-20T00:00:00.000,8782,2021-04-20
2022-11-18T00:00:00.000,8782,2022-11-18
2023-03-08T00:00:00.000,8782,2023-03-08
2022-01-20T00:00:00.000,8779,2022-01-20
2022-07-13T00:00:00.000,8777,2022-07-13
2022-07-11T00:00:00.000,8775,2022-07-11
2022-11-22T00:00:00.000,8775,2022-11-22
2022-07-20T00:00:00.000,8775,2022-07-20
2022-12-14T00:00:00.000,8774,2022-12-14
2022-09-19T00:00:00.000,8773,2022-09-19
2021-12-14T00:00:00.000,8772,2021-12-14
2023-03-06T00:00:00.000,8772,2023-03-06
2022-12-02T00:00:00.000,8771,2022-12-02
2010-09-17T00:00:00.000,8769,2010-09-17
2022-06-07T00:00:00.000,8767,2022-06-07
2023-07-22T00:00:00.000,8765,2023-07-22
2022-10-12T00:00:00.000,8765,2022-10-12
2019-06-14T00:00:00.000,8764,2019-06-14
2022-07-22T00:00:00.000,8762,2022-07-22
2022-09-21T00:00:00.000,8761,2022-09-21
2023-04-17T00:00:00.000,8760,2023-04-17
2010-11-09T00:00:00.000,8760,2010-11-09
2016-11-07T00:00:00.000,8757,2016-11-07
2018-08-08T00:00:00.000,8757,2018-08-08
2010-01-29T00:00:00.000,8755,2010-01-29
2022-03-21T00:00:00.000,8754,2022-03-21
2022-07-23T00:00:00.000,8753,2022-07-23
2022-06-30T00:00:00.000,8751,2022-06-30
2016-02-15T00:00:00.000,8749,2016-02-15
2024-01-21T00:00:00.000,8747,2024-01-21
2021-11-18T00:00:00.000,8746,2021-11-18
2022-05-09T00:00:00.000,8745,2022-05-09
2021-11-10T00:00:00.000,8742,2021-11-10
2017-11-01T00:00:00.000,8741,2017-11-01
2021-04-07T00:00:00.000,8739,2021-04-07
2022-02-16T00:00:00.000,8739,2022-02-16
2023-08-12T00:00:00.000,8735,2023-08-12
2010-01-05T00:00:00.000,8735,2010-01-05
2010-12-15T00:00:00.000,8734,2010-12-15
2012-11-07T00:00:00.000,8734,2012-11-07
2022-09-07T00:00:00.000,8733,2022-09-07
2014-01-22T00:00:00.000,8731,2014-01-22
2018-10-29T00:00:00.000,8728,2018-10-29
2022-11-10T00:00:00.000,8727,2022-11-10
2022-11-07T00:00:00.000,8726,2022-11-07
2021-03-22T00:00:00.000,8724,2021-03-22
2017-06-13T00:00:00.000,8721,2017-06-13
2023-03-28T00:00:00.000,8721,2023-03-28
2018-10-25T00:00:00.000,8720,2018-10-25
2020-05-24T00:00:00.000,8720,2020-05-24
2021-08-17T00:00:00.000,8720,2021-08-17
2017-11-14T00:00:00.000,8719,2017-11-14
2023-10-09T00:00:00.000,8717,2023-10-09
2017-11-09T00:00:00.000,8716,2017-11-09
2019-05-06T00:00:00.000,8714,2019-05-06
2023-05-26T00:00:00.000,8713,2023-05-26
2023-09-09T00:00:00.000,8711,2023-09-09
2020-10-15T00:00:00.000,8707,2020-10-15
2023-02-07T00:00:00.000,8703,2023-02-07
2011-08-30T00:00:00.000,8703,2011-08-30
2010-12-07T00:00:00.000,8701,2010-12-07
2022-08-25T00:00:00.000,8697,2022-08-25
2022-10-05T00:00:00.000,8694,2022-10-05
2015-02-23T00:00:00.000,8692,2015-02-23
2024-03-06T00:00:00.000,8691,2024-03-06
2018-10-10T00:00:00.000,8691,2018-10-10
2019-04-30T00:00:00.000,8689,2019-04-30
2023-02-01T00:00:00.000,8687,2023-02-01
2019-06-05T00:00:00.000,8684,2019-06-05
2018-09-12T00:00:00.000,8678,2018-09-12
2023-06-30T00:00:00.000,8677,2023-06-30
2023-05-14T00:00:00.000,8675,2023-05-14
2018-03-05T00:00:00.000,8673,2018-03-05
2021-04-14T00:00:00.000,8670,2021-04-14
2022-10-29T00:00:00.000,8669,2022-10-29
2022-03-16T00:00:00.000,8668,2022-03-16
2023-03-15T00:00:00.000,8667,2023-03-15
2021-08-11T00:00:00.000,8660,2021-08-11
2019-11-13T00:00:00.000,8660,2019-11-13
2021-05-26T00:00:00.000,8659,2021-05-26
2023-09-02T00:00:00.000,8659,2023-09-02
2022-03-02T00:00:00.000,8658,2022-03-02
2023-03-30T00:00:00.000,8656,2023-03-30
2022-09-24T00:00:00.000,8656,2022-09-24
2022-09-01T00:00:00.000,8655,2022-09-01
2018-05-24T00:00:00.000,8652,2018-05-24
2022-12-09T00:00:00.000,8651,2022-12-09
2018-06-18T00:00:00.000,8651,2018-06-18
2023-04-30T00:00:00.000,8651,2023-04-30
2018-06-14T00:00:00.000,8647,2018-06-14
2020-05-30T00:00:00.000,8646,2020-05-30
2021-04-27T00:00:00.000,8644,2021-04-27
2018-08-07T00:00:00.000,8642,2018-08-07
2022-07-03T00:00:00.000,8641,2022-07-03
2020-12-10T00:00:00.000,8639,2020-12-10
2022-08-31T00:00:00.000,8638,2022-08-31
2016-01-13T00:00:00.000,8637,2016-01-13
2018-10-09T00:00:00.000,8636,2018-10-09
2021-04-08T00:00:00.000,8636,2021-04-08
2020-10-20T00:00:00.000,8626,2020-10-20
2018-09-04T00:00:00.000,8625,2018-09-04
2021-03-23T00:00:00.000,8623,2021-03-23
2023-06-16T00:00:00.000,8623,2023-06-16
2022-03-18T00:00:00.000,8622,2022-03-18
2019-01-07T00:00:00.000,8620,2019-01-07
2021-05-04T00:00:00.000,8619,2021-05-04
2018-08-15T00:00:00.000,8618,2018-08-15
2020-10-31T00:00:00.000,8618,2020-10-31
2023-03-24T00:00:00.000,8616,2023-03-24
2021-12-16T00:00:00.000,8614,2021-12-16
2024-02-23T00:00:00.000,8614,2024-02-23
2019-05-15T00:00:00.000,8613,2019-05-15
2023-01-11T00:00:00.000,8613,2023-01-11
2022-02-04T00:00:00.000,8611,2022-02-04
2018-07-12T00:00:00.000,8608,2018-07-12
2020-10-21T00:00:00.000,8606,2020-10-21
2017-12-27T00:00:00.000,8605,2017-12-27
2020-10-27T00:00:00.000,8604,2020-10-27
2018-07-31T00:00:00.000,8601,2018-07-31
2023-05-24T00:00:00.000,8601,2023-05-24
2022-06-21T00:00:00.000,8599,2022-06-21
2019-01-15T00:00:00.000,8599,2019-01-15
2023-06-10T00:00:00.000,8598,2023-06-10
2018-10-01T00:00:00.000,8597,2018-10-01
2018-07-02T00:00:00.000,8595,2018-07-02
2021-03-25T00:00:00.000,8594,2021-03-25
2024-02-20T00:00:00.000,8593,2024-02-20
2015-11-23T00:00:00.000,8593,2015-11-23
2022-04-29T00:00:00.000,8590,2022-04-29
2023-01-09T00:00:00.000,8589,2023-01-09
2019-05-13T00:00:00.000,8588,2019-05-13
2018-06-26T00:00:00.000,8587,2018-06-26
2021-04-13T00:00:00.000,8587,2021-04-13
2018-06-11T00:00:00.000,8584,2018-06-11
2021-07-15T00:00:00.000,8579,2021-07-15
2020-10-17T00:00:00.000,8578,2020-10-17
2019-04-08T00:00:00.000,8576,2019-04-08
2022-07-01T00:00:00.000,8576,2022-07-01
2018-06-04T00:00:00.000,8575,2018-06-04
2022-07-15T00:00:00.000,8571,2022-07-15
2022-11-28T00:00:00.000,8570,2022-11-28
2018-09-17T00:00:00.000,8568,2018-09-17
2023-03-14T00:00:00.000,8567,2023-03-14
2022-04-11T00:00:00.000,8562,2022-04-11
2021-05-01T00:00:00.000,8562,2021-05-01
2019-06-20T00:00:00.000,8562,2019-06-20
2021-12-15T00:00:00.000,8561,2021-12-15
2022-10-26T00:00:00.000,8558,2022-10-26
2021-06-22T00:00:00.000,8556,2021-06-22
2022-07-08T00:00:00.000,8556,2022-07-08
2023-09-03T00:00:00.000,8554,2023-09-03
2018-05-21T00:00:00.000,8551,2018-05-21
2021-11-12T00:00:00.000,8549,2021-11-12
2021-03-09T00:00:00.000,8548,2021-03-09
2023-01-10T00:00:00.000,8548,2023-01-10
2022-05-26T00:00:00.000,8547,2022-05-26
2018-07-24T00:00:00.000,8545,2018-07-24
2024-02-02T00:00:00.000,8545,2024-02-02
2021-04-26T00:00:00.000,8543,2021-04-26
2022-11-02T00:00:00.000,8542,2022-11-02
2020-06-09T00:00:00.000,8541,2020-06-09
2022-01-06T00:00:00.000,8541,2022-01-06
2021-10-09T00:00:00.000,8540,2021-10-09
2022-10-30T00:00:00.000,8540,2022-10-30
2023-06-19T00:00:00.000,8538,2023-06-19
2021-05-11T00:00:00.000,8535,2021-05-11
2018-10-30T00:00:00.000,8532,2018-10-30
2022-09-28T00:00:00.000,8532,2022-09-28
2022-03-10T00:00:00.000,8532,2022-03-10
2022-10-27T00:00:00.000,8532,2022-10-27
2022-05-24T00:00:00.000,8532,2022-05-24
2022-04-19T00:00:00.000,8530,2022-04-19
2019-04-15T00:00:00.000,8530,2019-04-15
2018-06-08T00:00:00.000,8530,2018-06-08
2020-11-09T00:00:00.000,8529,2020-11-09
2023-01-18T00:00:00.000,8528,2023-01-18
2018-10-26T00:00:00.000,8525,2018-10-26
2019-05-17T00:00:00.000,8524,2019-05-17
2023-07-29T00:00:00.000,8520,2023-07-29
2021-04-29T00:00:00.000,8520,2021-04-29
2021-05-10T00:00:00.000,8520,2021-05-10
2010-01-25T00:00:00.000,8519,2010-01-25
2018-05-23T00:00:00.000,8519,2018-05-23
2023-08-10T00:00:00.000,8518,2023-08-10
2024-02-22T00:00:00.000,8517,2024-02-22
2020-12-08T00:00:00.000,8516,2020-12-08
2018-12-11T00:00:00.000,8515,2018-12-11
2022-08-02T00:00:00.000,8515,2022-08-02
2019-05-07T00:00:00.000,8515,2019-05-07
2022-02-24T00:00:00.000,8511,2022-02-24
2020-10-18T00:00:00.000,8510,2020-10-18
2020-12-28T00:00:00.000,8508,2020-12-28
2018-09-07T00:00:00.000,8504,2018-09-07
2021-02-03T00:00:00.000,8504,2021-02-03
2016-01-06T00:00:00.000,8503,2016-01-06
2018-08-20T00:00:00.000,8502,2018-08-20
2022-12-07T00:00:00.000,8502,2022-12-07
2018-07-19T00:00:00.000,8502,2018-07-19
2022-12-08T00:00:00.000,8500,2022-12-08
2019-05-16T00:00:00.000,8499,2019-05-16
2018-11-29T00:00:00.000,8496,2018-11-29
2022-11-03T00:00:00.000,8494,2022-11-03
2019-04-01T00:00:00.000,8492,2019-04-01
2022-01-28T00:00:00.000,8490,2022-01-28
2016-01-26T00:00:00.000,8490,2016-01-26
2023-04-06T00:00:00.000,8489,2023-04-06
2023-02-15T00:00:00.000,8489,2023-02-15
2021-08-07T00:00:00.000,8488,2021-08-07
2023-03-17T00:00:00.000,8488,2023-03-17
2023-03-16T00:00:00.000,8487,2023-03-16
2024-02-15T00:00:00.000,8485,2024-02-15
2023-04-28T00:00:00.000,8482,2023-04-28
2022-06-09T00:00:00.000,8481,2022-06-09
2022-05-25T00:00:00.000,8480,2022-05-25
2024-02-09T00:00:00.000,8479,2024-02-09
2022-04-25T00:00:00.000,8478,2022-04-25
2018-12-04T00:00:00.000,8478,2018-12-04
2018-01-10T00:00:00.000,8474,2018-01-10
2022-10-25T00:00:00.000,8473,2022-10-25
2023-08-25T00:00:00.000,8473,2023-08-25
2018-06-20T00:00:00.000,8473,2018-06-20
2018-08-27T00:00:00.000,8472,2018-08-27
2023-06-17T00:00:00.000,8471,2023-06-17
2011-11-01T00:00:00.000,8470,2011-11-01
2024-02-28T00:00:00.000,8468,2024-02-28
2022-08-06T00:00:00.000,8463,2022-08-06
2023-05-25T00:00:00.000,8462,2023-05-25
2023-01-04T00:00:00.000,8462,2023-01-04
2018-11-19T00:00:00.000,8460,2018-11-19
2022-03-14T00:00:00.000,8460,2022-03-14
2023-07-01T00:00:00.000,8459,2023-07-01
2018-06-07T00:00:00.000,8459,2018-06-07
2020-11-06T00:00:00.000,8458,2020-11-06
2023-01-30T00:00:00.000,8455,2023-01-30
2021-07-01T00:00:00.000,8451,2021-07-01
2018-01-18T00:00:00.000,8450,2018-01-18
2021-07-29T00:00:00.000,8444,2021-07-29
2022-09-30T00:00:00.000,8444,2022-09-30
2022-12-15T00:00:00.000,8444,2022-12-15
2019-03-25T00:00:00.000,8438,2019-03-25
2019-05-08T00:00:00.000,8437,2019-05-08
2018-07-10T00:00:00.000,8436,2018-07-10
2021-01-25T00:00:00.000,8436,2021-01-25
2023-04-04T00:00:00.000,8435,2023-04-04
2018-05-02T00:00:00.000,8434,2018-05-02
2020-11-17T00:00:00.000,8434,2020-11-17
2019-05-24T00:00:00.000,8433,2019-05-24
2018-05-01T00:00:00.000,8431,2018-05-01
2019-05-29T00:00:00.000,8430,2019-05-29
2023-04-21T00:00:00.000,8430,2023-04-21
2022-08-12T00:00:00.000,8428,2022-08-12
2023-10-22T00:00:00.000,8427,2023-10-22
2022-03-22T00:00:00.000,8424,2022-03-22
2020-11-01T00:00:00.000,8424,2020-11-01
2024-02-16T00:00:00.000,8424,2024-02-16
2022-05-10T00:00:00.000,8424,2022-05-10
2010-02-01T00:00:00.000,8423,2010-02-01
2023-10-20T00:00:00.000,8420,2023-10-20
2022-04-04T00:00:00.000,8419,2022-04-04
2020-09-29T00:00:00.000,8418,2020-09-29
